Date,Prophet,Prophet_Lower,Prophet_Upper,ARIMA,LSTM
2024-12-31,188.87973841852636,186.82963558243242,190.85743086183595,197.74428532040346,203.4146
2025-12-31,187.94038318393913,185.4594915277726,190.59308462946544,189.38538948423042,204.42728
2026-12-31,186.0397613457434,182.5222235241761,189.66614605133006,180.38993478421122,205.00465
2027-12-31,183.1732363654167,178.32072005094867,188.56613976080956,171.92122128064514,205.85693
2028-12-31,177.9629421913591,171.2445086768408,185.5590171487825,163.43885337321507,207.30423
